idx,scheduled_t_rel_s,t_rel_s,latency_s,status,ttft_s,avg_tbt_s,worst_tbt_s
636,32.031,32.031911528998535,57.38693593300013,ok,0.11723547099973075,0.724932711645573,54.55829229199844
637,32.077,32.07720951999909,57.33512931899895,ok,0.10879781799849297,0.7243837621392485,54.552157704998535
638,32.14,32.1407728159993,57.2720872910013,ok,0.08208471699981601,0.723923891443047,54.552621040000304
639,32.171,32.171351985,57.24245754599906,ok,0.08815132800009451,0.7234720447974688,54.55353683299836
640,32.187,32.187177973999496,57.227125633999094,ok,0.10926506699979655,0.7230107180126606,54.554012018999856
641,32.233,32.23404756599848,57.18816446799974,ok,0.09910122899964335,0.7226461848354407,54.56038455199996
642,32.264,32.26470073499877,57.16079131599872,ok,0.07230320399867196,0.7226389098860763,54.56355831300061
643,32.28,32.28053751199877,57.14672793400132,ok,0.05650037700070243,0.722660903620244,54.565250645999186
644,32.342,32.34219732099882,57.08456665700032,ok,0.0922671470016212,0.7214213133544104,54.56474218800031
645,32.435,32.435647316999166,56.99289992299964,ok,0.11309667599925888,0.7199973295569813,54.56645197200123
646,32.451,32.45168651399945,56.977432577999934,ok,0.10071882699958223,0.7199582195443085,54.56694989100106
647,32.482,32.48242796799968,56.937406190998445,ok,0.06986293199952343,0.7198421338987229,54.55807095699856
648,32.497,32.49886241599961,56.92150978800055,ok,0.05346458900021389,0.7198485009367123,54.558582226
649,32.606,32.60785937199944,56.81313983600012,ok,0.09164319599949522,0.7179934402784862,54.55909190500097
650,32.761,32.762045898,56.65966260499954,ok,0.12233989800006384,0.7156620956708668,54.559698116998334
651,32.777,32.77722257699861,56.64569566799946,ok,0.10720040100022743,0.7156769359999895,54.5608531580001
652,32.839,32.84017315299934,56.58345156799987,ok,0.08178447400132427,0.7152104695569621,54.56154301099923
653,32.854,32.85904113499964,56.565258474000075,ok,0.10054879000017536,0.7333077362207688,54.56222964600056
654,32.886,32.88659692100009,56.538392852999095,ok,0.076820835000035,0.7147032561772017,54.56287513700045
655,33.015,33.01692308099882,56.411081705999095,ok,0.11670603299899085,0.7125868368354382,54.56572637699901
656,33.046,33.04729433299872,56.37893843799975,ok,0.08988912899985735,0.7125194271265852,54.564021718999356
657,33.062,33.06325110099897,56.375531957999556,ok,0.07396514299944101,0.7126777119367173,54.576045293999414
658,33.156,33.15644007899937,56.284756807999656,ok,0.07747922199996538,0.7114843330886219,54.57854905699969
659,33.218,33.218355736999,56.21951602899935,ok,0.10200973499922839,0.7103479828734244,54.5752660299986
660,33.264,33.2651280229984,56.17451926600006,ok,0.0925891059996502,0.7098976056708747,54.57695210100064
661,33.295,33.29508279399852,56.145356099999844,ok,0.10001020200070343,0.7094345451518902,54.57778714500091
